Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Fraud_Label
180.39,POS,88056.2,Mobile,Sydney,Clothing,0,Mastercard,121,4755.81,PIN,0.3233,0
20.07,Online,39603.82,Mobile,London,Travel,0,Discover,59,3805.04,PIN,0.173,0
56.37,ATM Withdrawal,69839.45,Tablet,Tokyo,Restaurants,0,Discover,161,728.15,PIN,0.3289,0
12.05,Online,80317.3,Tablet,Sydney,Clothing,0,Discover,42,2743.98,Biometric,0.2841,0
207.56,Bank Transfer,50295.76,Tablet,Sydney,Travel,0,Discover,209,4256.41,Biometric,0.1858,0
63.89,ATM Withdrawal,82301.41,Tablet,Tokyo,Electronics,0,Mastercard,59,3897.86,PIN,0.6347,0
6.36,Bank Transfer,21671.06,Mobile,New York,Travel,1,Discover,109,1214.49,PIN,0.899,1
16.05,POS,82158.98,Laptop,Sydney,Travel,0,Mastercard,31,2928.31,Biometric,0.4603,0
110.41,Online,26226.06,Laptop,New York,Electronics,0,Visa,213,605.77,Password,0.6135,0
38.09,POS,78288.23,Laptop,Tokyo,Groceries,0,Discover,234,3431.06,OTP,0.6264,1
54.99,ATM Withdrawal,79989.35,Tablet,Sydney,Clothing,0,Visa,85,4212.84,Password,0.2635,0
269.47,POS,23235.66,Tablet,Tokyo,Travel,0,Mastercard,167,322.36,Password,0.4546,0
80.23,POS,94451.69,Tablet,Tokyo,Restaurants,0,Visa,198,4489.4,PIN,0.5795,0
179.38,Bank Transfer,54147.19,Mobile,Mumbai,Travel,0,Amex,3,2397.94,PIN,0.0528,0
66.85,Online,93603.96,Mobile,Mumbai,Groceries,0,Discover,34,2958.15,OTP,0.8701,1
86.4,Online,75147.52,Tablet,New York,Restaurants,1,Visa,58,2447.88,PIN,0.4814,0
204.01,Online,83638.52,Mobile,Sydney,Restaurants,0,Mastercard,60,1545.9,Password,0.8555,1
8.47,Bank Transfer,95131.98,Laptop,New York,Travel,0,Amex,166,1595.92,Password,0.69,0
70.75,Online,84836.44,Laptop,Tokyo,Groceries,0,Visa,98,4347.5,OTP,0.8661,1
4.77,ATM Withdrawal,24158.21,Tablet,Tokyo,Electronics,0,Mastercard,13,749.46,Biometric,0.7299,0
43.76,POS,70843.9,Mobile,Tokyo,Clothing,0,Visa,100,2142.28,PIN,0.2251,0
144.8,ATM Withdrawal,8713.79,Laptop,New York,Restaurants,0,Visa,24,2899.31,Biometric,0.8423,0
192.24,Online,60996.15,Mobile,London,Groceries,0,Amex,159,4394.55,Biometric,0.708,0
33.6,Online,11690.63,Mobile,London,Travel,0,Amex,110,2296.84,Password,0.2639,0
1.27,POS,70060.98,Tablet,London,Clothing,0,Discover,100,1149.29,PIN,0.6908,1
154.45,POS,35383.08,Mobile,London,Clothing,0,Mastercard,117,49.32,Password,0.8284,0
195.42,ATM Withdrawal,39523.16,Mobile,Tokyo,Travel,0,Discover,224,1966.58,PIN,0.8262,1
63.51,Bank Transfer,93572.47,Tablet,New York,Travel,0,Visa,136,1701.95,OTP,0.3428,0
74.21,Bank Transfer,38486.12,Tablet,New York,Electronics,0,Amex,89,2548.68,PIN,0.8867,1
203.56,POS,68171.07,Laptop,New York,Clothing,0,Mastercard,101,3238.97,Biometric,0.4662,1
72.86,Online,23114.5,Laptop,New York,Restaurants,0,Mastercard,13,4633.23,PIN,0.903,1
63.51,ATM Withdrawal,22623.43,Laptop,London,Travel,0,Discover,21,2377.46,Password,0.4568,0
48.33,ATM Withdrawal,17107.26,Laptop,Mumbai,Travel,0,Discover,102,949.53,Biometric,0.3124,1
24.39,Online,83908.23,Laptop,Mumbai,Travel,0,Visa,31,2602.98,PIN,0.6188,0
35.51,Online,25727.61,Tablet,New York,Restaurants,0,Discover,92,2990.83,PIN,0.2211,0
355.44,Bank Transfer,1184.03,Tablet,Sydney,Restaurants,0,Amex,149,1761.86,Password,0.0611,0
148.88,Bank Transfer,531.37,Tablet,Tokyo,Travel,0,Discover,24,564.69,Password,0.5431,0
56.62,ATM Withdrawal,68263.93,Mobile,Tokyo,Electronics,0,Visa,51,4264.95,Password,0.2526,0
158.42,ATM Withdrawal,54202.24,Mobile,Sydney,Travel,1,Visa,30,878.74,Biometric,0.5855,0
87.36,POS,38526.12,Tablet,London,Restaurants,0,Discover,184,402.63,PIN,0.3649,0
258.93,Online,62545.27,Mobile,Sydney,Electronics,0,Visa,198,876.56,Biometric,0.7774,1
139.67,POS,21955.24,Mobile,Mumbai,Clothing,0,Visa,224,949.82,Password,0.4845,0
54.67,Online,55954.43,Tablet,Tokyo,Groceries,1,Mastercard,106,4145.06,OTP,0.6707,0
127.16,POS,87551.74,Tablet,Mumbai,Restaurants,0,Discover,179,4575.31,PIN,0.8715,1
31.98,Online,5977.63,Laptop,Tokyo,Restaurants,0,Amex,185,753.27,Biometric,0.5652,0
19.86,Bank Transfer,81357.34,Tablet,Sydney,Travel,0,Amex,106,3188.95,OTP,0.7096,1
3.52,POS,32746.18,Laptop,Mumbai,Clothing,0,Visa,4,2691.64,Biometric,0.0976,0
18.9,Bank Transfer,98188.75,Laptop,Tokyo,Restaurants,0,Amex,164,1022.24,Biometric,0.216,1
11.35,POS,3363.09,Tablet,New York,Travel,1,Amex,230,3296.69,Password,0.1576,0
239.98,Online,52040.51,Tablet,New York,Groceries,0,Mastercard,40,1901.45,OTP,0.7892,0
155.19,ATM Withdrawal,39117.63,Laptop,Mumbai,Restaurants,0,Amex,102,529.3,Biometric,0.2343,0
29.31,Online,44512.59,Tablet,Tokyo,Groceries,0,Amex,171,382.31,Password,0.472,0
124.6,POS,90946.84,Tablet,Tokyo,Groceries,0,Visa,17,1922.85,Biometric,0.4908,0
176.79,POS,74528.05,Tablet,Sydney,Electronics,1,Mastercard,201,378.93,Biometric,0.0584,0
53.55,Bank Transfer,946.0,Tablet,Sydney,Travel,0,Mastercard,228,4460.41,Biometric,0.4596,0
62.33,POS,11982.65,Tablet,New York,Restaurants,0,Visa,145,3841.55,Password,0.7051,1
44.79,Bank Transfer,61929.91,Mobile,London,Travel,0,Mastercard,19,3784.53,PIN,0.3575,0
10.44,POS,48744.68,Laptop,New York,Restaurants,0,Mastercard,47,1226.26,OTP,0.7573,0
158.07,Bank Transfer,41428.36,Mobile,London,Restaurants,0,Amex,47,4001.17,OTP,0.1567,0
25.85,ATM Withdrawal,87665.51,Mobile,New York,Travel,1,Visa,85,4537.15,PIN,0.4066,0
133.74,ATM Withdrawal,45181.2,Tablet,New York,Groceries,0,Amex,143,4508.6,Biometric,0.8285,0
58.24,Online,43465.71,Mobile,Mumbai,Electronics,0,Visa,134,3497.96,PIN,0.4012,0
121.99,Bank Transfer,88607.9,Mobile,Sydney,Groceries,1,Amex,187,4615.86,Biometric,0.4463,0
107.42,Online,11390.15,Tablet,London,Clothing,0,Mastercard,177,3122.39,OTP,0.9872,1
27.73,POS,84134.2,Tablet,Sydney,Restaurants,0,Amex,226,3287.58,Password,0.819,0
10.18,Bank Transfer,50714.17,Tablet,Mumbai,Travel,0,Visa,74,792.4,PIN,0.167,0
52.08,Online,76912.86,Laptop,Sydney,Travel,0,Mastercard,135,322.47,Biometric,0.4982,0
29.62,Bank Transfer,87933.8,Mobile,Sydney,Travel,0,Mastercard,117,1432.66,Biometric,0.8543,1
42.93,Online,57617.22,Mobile,Tokyo,Groceries,0,Visa,143,2620.2,PIN,0.2825,0
218.42,POS,97244.65,Tablet,Tokyo,Clothing,0,Visa,74,3768.88,Password,0.9257,1
80.55,Online,18920.72,Mobile,Mumbai,Restaurants,0,Visa,238,2560.77,Biometric,0.8725,1
16.54,Bank Transfer,1955.05,Laptop,Sydney,Groceries,1,Mastercard,96,422.35,Password,0.2804,0
9.48,Bank Transfer,9771.45,Laptop,Tokyo,Restaurants,0,Mastercard,55,3523.14,Biometric,0.4618,0
10.27,Bank Transfer,25497.37,Laptop,Sydney,Clothing,1,Mastercard,153,57.79,OTP,0.5838,0
6.0,POS,62419.69,Mobile,London,Groceries,0,Mastercard,236,1243.02,OTP,0.2028,1
4.87,Online,47337.24,Laptop,New York,Groceries,0,Discover,28,507.96,PIN,0.2451,0
1.93,Online,87026.66,Tablet,Mumbai,Groceries,0,Amex,218,255.4,PIN,0.618,0
6.01,POS,91825.67,Tablet,New York,Electronics,0,Discover,224,4228.18,Password,0.1137,0
104.7,Online,61279.48,Mobile,New York,Groceries,0,Visa,187,846.39,Password,0.9871,1
169.53,ATM Withdrawal,28117.15,Mobile,London,Travel,0,Amex,7,1163.28,Biometric,0.9131,1
285.3,Online,35001.53,Mobile,New York,Electronics,1,Visa,239,4602.75,Biometric,0.3562,0
177.1,ATM Withdrawal,85908.68,Laptop,Mumbai,Electronics,0,Discover,237,283.43,Biometric,0.2526,0
145.61,POS,8420.77,Tablet,Mumbai,Restaurants,0,Mastercard,5,3968.0,OTP,0.607,0
111.85,ATM Withdrawal,47786.7,Laptop,Tokyo,Clothing,1,Mastercard,2,2654.31,Biometric,0.209,1
1.97,Bank Transfer,83662.04,Mobile,Mumbai,Electronics,0,Visa,165,503.59,Password,0.157,0
30.65,Bank Transfer,82671.86,Laptop,London,Restaurants,0,Visa,44,4593.24,OTP,0.2718,0
71.8,Online,46487.05,Laptop,London,Clothing,0,Discover,34,4918.86,PIN,0.0414,0
201.8,Bank Transfer,93087.31,Tablet,New York,Restaurants,0,Amex,167,646.59,Password,0.7778,1
172.09,ATM Withdrawal,27692.8,Mobile,London,Electronics,0,Mastercard,28,1667.8,Password,0.3193,0
92.44,ATM Withdrawal,92095.37,Tablet,Mumbai,Electronics,1,Mastercard,134,2154.98,Biometric,0.8967,1
353.56,Bank Transfer,6774.58,Tablet,Tokyo,Electronics,0,Mastercard,22,2331.35,OTP,0.5371,0
70.92,ATM Withdrawal,55599.12,Tablet,Mumbai,Restaurants,1,Discover,20,967.97,Password,0.5399,0
82.77,ATM Withdrawal,17161.54,Tablet,Mumbai,Groceries,0,Mastercard,157,3353.16,OTP,0.4311,1
16.07,POS,41329.76,Tablet,Sydney,Groceries,0,Visa,108,1133.7,Password,0.5,0
27.21,ATM Withdrawal,48499.81,Mobile,New York,Restaurants,0,Discover,87,552.12,OTP,0.464,1
155.85,Online,48502.07,Laptop,Mumbai,Travel,0,Amex,185,418.53,PIN,0.9016,1
52.77,Bank Transfer,39254.12,Laptop,Mumbai,Groceries,1,Discover,66,4179.0,OTP,0.6954,0
37.06,Bank Transfer,78913.85,Mobile,Sydney,Travel,0,Amex,138,1644.52,OTP,0.207,0
33.43,ATM Withdrawal,18443.56,Tablet,Sydney,Groceries,0,Mastercard,160,100.22,Biometric,0.5636,1
50.84,Bank Transfer,63237.99,Mobile,Sydney,Electronics,0,Amex,117,2247.56,Biometric,0.9151,1
146.93,POS,95567.58,Tablet,Mumbai,Groceries,0,Discover,98,2675.41,OTP,0.9602,1
32.55,Bank Transfer,58681.2,Mobile,New York,Electronics,0,Mastercard,213,1425.05,PIN,0.7304,0
69.4,POS,75846.89,Mobile,London,Electronics,0,Discover,210,4645.42,Biometric,0.6434,0
86.62,POS,44279.77,Laptop,Mumbai,Travel,0,Mastercard,183,3629.31,OTP,0.1517,0
368.17,ATM Withdrawal,65671.51,Laptop,Mumbai,Groceries,0,Discover,173,3434.06,OTP,0.8047,0
153.05,POS,58165.02,Tablet,Tokyo,Electronics,0,Amex,86,2194.13,PIN,0.8226,0
22.18,Online,36325.4,Tablet,Sydney,Electronics,0,Mastercard,178,4736.79,Biometric,0.6631,1
174.64,POS,24352.38,Tablet,Tokyo,Clothing,1,Amex,212,4692.61,OTP,0.1429,0
170.34,Online,11674.06,Laptop,New York,Groceries,0,Visa,122,1685.86,Biometric,0.8064,0
134.67,ATM Withdrawal,30083.22,Mobile,London,Restaurants,0,Mastercard,160,3777.84,OTP,0.8949,1
70.33,Bank Transfer,38769.06,Tablet,Mumbai,Electronics,0,Amex,36,277.34,Password,0.1176,0
139.44,Bank Transfer,52115.41,Tablet,New York,Travel,0,Discover,149,1686.4,OTP,0.2918,0
69.06,ATM Withdrawal,46445.62,Tablet,New York,Electronics,0,Mastercard,49,319.77,Password,0.343,0
6.41,Online,79722.15,Laptop,Mumbai,Restaurants,0,Discover,222,4026.54,Biometric,0.41,0
78.4,POS,58594.49,Tablet,New York,Clothing,0,Discover,84,2877.42,Password,0.9808,1
164.9,ATM Withdrawal,21808.66,Laptop,New York,Groceries,0,Amex,54,4466.51,OTP,0.6774,0
4.72,Bank Transfer,93978.2,Mobile,Mumbai,Electronics,0,Visa,145,2696.9,Password,0.0459,0
19.18,Online,6588.35,Laptop,Tokyo,Clothing,0,Visa,180,4016.13,OTP,0.3464,0
19.39,Online,84446.1,Laptop,Sydney,Electronics,0,Discover,12,2977.15,PIN,0.9569,1
106.55,Online,5584.9,Tablet,New York,Groceries,0,Visa,2,4116.05,PIN,0.8857,1
218.14,Online,91793.47,Laptop,Mumbai,Groceries,0,Amex,64,2009.49,Biometric,0.9982,1
104.67,Online,98431.34,Mobile,Sydney,Clothing,1,Mastercard,87,1007.35,Biometric,0.9367,1
23.4,ATM Withdrawal,38890.58,Laptop,Tokyo,Clothing,0,Amex,87,1570.38,Biometric,0.6323,0
470.84,ATM Withdrawal,8599.59,Mobile,Tokyo,Travel,0,Discover,61,3425.47,Password,0.2523,1
157.68,POS,20755.38,Mobile,Tokyo,Groceries,0,Mastercard,16,2267.51,Password,0.955,1
26.47,Bank Transfer,55256.72,Tablet,Sydney,Electronics,0,Mastercard,24,3869.23,Password,0.7407,0
51.12,POS,58488.92,Mobile,Mumbai,Groceries,0,Amex,180,3309.59,Biometric,0.1321,0
41.58,ATM Withdrawal,26118.75,Laptop,Sydney,Travel,1,Mastercard,73,1187.5,Biometric,0.8186,0
185.86,ATM Withdrawal,88189.65,Laptop,New York,Restaurants,0,Amex,120,4414.49,PIN,0.5932,1
148.08,Online,83638.77,Tablet,Sydney,Restaurants,1,Amex,179,1840.23,Password,0.9304,1
109.68,Online,85408.12,Laptop,Mumbai,Clothing,0,Amex,144,736.45,Biometric,0.7884,0
82.13,ATM Withdrawal,70660.28,Laptop,Sydney,Electronics,1,Visa,31,4901.19,OTP,0.7061,0
50.84,ATM Withdrawal,26367.87,Laptop,New York,Clothing,0,Amex,229,4305.76,Biometric,0.4321,0
15.38,ATM Withdrawal,7745.78,Tablet,Mumbai,Groceries,0,Discover,186,413.96,OTP,0.3032,0
101.83,Bank Transfer,13208.81,Tablet,Tokyo,Restaurants,0,Visa,121,795.77,OTP,0.0471,0
5.59,ATM Withdrawal,40241.82,Tablet,Tokyo,Travel,0,Visa,233,1895.0,OTP,0.4179,0
37.25,ATM Withdrawal,88446.97,Laptop,Tokyo,Restaurants,1,Discover,224,4884.9,OTP,0.5765,1
4.37,ATM Withdrawal,85685.12,Laptop,Sydney,Electronics,0,Discover,235,301.8,Biometric,0.0854,0
149.07,Online,14886.49,Tablet,London,Clothing,0,Discover,220,1596.14,Password,0.4757,1
243.58,Bank Transfer,34544.76,Tablet,New York,Clothing,0,Amex,52,1169.4,Password,0.4598,1
15.51,Online,17075.84,Mobile,Mumbai,Travel,0,Amex,132,654.29,Password,0.8603,1
157.15,Online,16939.07,Tablet,New York,Electronics,0,Visa,202,135.68,Password,0.954,1
97.06,Bank Transfer,21182.34,Mobile,Sydney,Electronics,0,Mastercard,121,1603.5,PIN,0.22,1
389.64,ATM Withdrawal,43225.05,Mobile,Sydney,Electronics,0,Mastercard,69,3243.34,Biometric,0.9289,1
38.88,ATM Withdrawal,40348.73,Laptop,Mumbai,Groceries,1,Mastercard,103,1847.53,OTP,0.317,0
108.12,Online,44407.6,Laptop,Tokyo,Travel,0,Mastercard,206,2511.68,Biometric,0.8582,1
145.62,Bank Transfer,37766.93,Mobile,New York,Clothing,0,Amex,195,4218.64,Biometric,0.285,0
28.45,Online,72030.21,Tablet,Mumbai,Restaurants,0,Amex,77,93.62,OTP,0.4355,0
56.54,Online,38359.28,Mobile,Sydney,Groceries,0,Visa,51,809.42,PIN,0.212,0
8.53,ATM Withdrawal,46610.72,Laptop,New York,Electronics,1,Mastercard,85,1430.72,PIN,0.7072,0
4.83,ATM Withdrawal,43583.19,Mobile,New York,Electronics,0,Amex,26,3035.33,PIN,0.4407,0
197.41,POS,63146.09,Mobile,Tokyo,Restaurants,0,Visa,112,3500.2,OTP,0.4529,0
114.69,Bank Transfer,50849.23,Tablet,New York,Restaurants,0,Discover,100,3811.34,Biometric,0.7236,0
17.88,Bank Transfer,29988.6,Mobile,New York,Restaurants,0,Visa,165,2568.97,Biometric,0.7438,0
4.52,POS,92384.62,Tablet,London,Travel,0,Discover,146,1697.78,Password,0.9303,1
163.02,Bank Transfer,64394.47,Tablet,London,Electronics,0,Amex,233,4509.18,OTP,0.0692,1
20.36,POS,38971.2,Mobile,New York,Electronics,0,Mastercard,40,2370.66,PIN,0.7957,0
74.84,ATM Withdrawal,90406.28,Laptop,Mumbai,Travel,0,Amex,92,2494.42,PIN,0.9656,1
57.64,Online,11651.36,Tablet,Mumbai,Groceries,0,Visa,96,1171.81,Biometric,0.2228,0
13.68,POS,75523.62,Laptop,Sydney,Clothing,0,Visa,231,1809.79,Biometric,0.0022,0
30.8,ATM Withdrawal,38401.34,Mobile,Tokyo,Electronics,0,Amex,27,3537.81,PIN,0.5377,0
61.93,Bank Transfer,20745.75,Laptop,Mumbai,Electronics,0,Discover,230,3242.94,OTP,0.6384,0
183.96,Bank Transfer,26541.87,Laptop,New York,Groceries,0,Amex,120,144.75,Password,0.627,0
451.52,Online,31613.01,Tablet,Tokyo,Travel,0,Discover,222,1973.84,OTP,0.9291,1
19.78,POS,91408.24,Tablet,New York,Groceries,1,Mastercard,143,4458.5,OTP,0.6442,0
11.13,Online,48681.93,Mobile,London,Restaurants,0,Amex,31,2296.04,PIN,0.5231,0
45.66,ATM Withdrawal,87533.6,Laptop,Tokyo,Clothing,0,Mastercard,20,68.5,Password,0.5254,0
175.1,Bank Transfer,1300.51,Tablet,Sydney,Electronics,0,Amex,60,4336.81,Biometric,0.51,0
151.75,Online,25692.73,Mobile,New York,Electronics,0,Mastercard,232,3438.19,Password,0.1562,0
134.5,Bank Transfer,91288.26,Mobile,Sydney,Electronics,0,Visa,148,1980.19,Biometric,0.7703,0
165.96,POS,87565.3,Tablet,Mumbai,Groceries,0,Amex,162,806.01,OTP,0.979,1
45.77,ATM Withdrawal,15517.3,Laptop,Tokyo,Travel,0,Mastercard,71,1608.09,OTP,0.6976,0
178.94,Bank Transfer,58809.69,Mobile,Mumbai,Electronics,0,Visa,179,526.16,Biometric,0.7862,0
181.49,ATM Withdrawal,57940.09,Laptop,Tokyo,Electronics,0,Visa,102,3436.89,OTP,0.5082,1
272.31,Online,3501.06,Mobile,London,Restaurants,0,Mastercard,225,3934.18,Biometric,0.4648,0
270.92,Online,51269.78,Laptop,Mumbai,Electronics,0,Discover,93,1923.13,PIN,0.5761,0
119.38,Bank Transfer,39915.38,Mobile,London,Travel,0,Discover,127,3520.42,OTP,0.8275,0
210.15,Online,37692.76,Tablet,Sydney,Groceries,0,Mastercard,66,2494.21,Password,0.0643,0
47.88,ATM Withdrawal,25863.28,Tablet,New York,Travel,0,Discover,188,4138.08,PIN,0.879,1
40.51,ATM Withdrawal,19859.29,Laptop,London,Groceries,0,Mastercard,96,831.97,OTP,0.4575,0
95.22,POS,11464.16,Tablet,Sydney,Clothing,1,Amex,40,4264.17,PIN,0.1285,0
28.68,Online,12320.69,Tablet,Mumbai,Electronics,0,Amex,235,4734.58,OTP,0.3747,0
91.23,Online,72755.15,Mobile,London,Clothing,0,Mastercard,101,3365.36,PIN,0.1918,0
143.76,POS,36484.19,Tablet,Mumbai,Electronics,0,Amex,145,4831.36,Biometric,0.6587,0
101.38,Online,23279.53,Mobile,Sydney,Travel,1,Mastercard,113,4643.66,OTP,0.1493,1
16.51,POS,87988.77,Tablet,London,Restaurants,0,Visa,153,1870.18,Biometric,0.6976,0
127.97,ATM Withdrawal,24247.59,Tablet,New York,Groceries,0,Visa,221,3020.09,Biometric,0.9392,1
92.09,ATM Withdrawal,10335.33,Laptop,Mumbai,Restaurants,0,Visa,104,950.53,PIN,0.0201,0
148.14,ATM Withdrawal,9161.63,Tablet,London,Groceries,0,Visa,132,4322.25,PIN,0.8683,1
42.9,ATM Withdrawal,88815.08,Tablet,New York,Groceries,1,Mastercard,69,372.18,PIN,0.1178,0
269.85,ATM Withdrawal,64086.36,Mobile,Tokyo,Travel,0,Mastercard,21,1979.4,PIN,0.6148,0
152.85,Bank Transfer,70342.94,Tablet,Mumbai,Groceries,0,Amex,156,400.47,OTP,0.1627,1
26.47,ATM Withdrawal,44988.27,Tablet,Sydney,Travel,0,Visa,94,1750.21,OTP,0.4759,0
157.2,POS,92616.53,Laptop,New York,Electronics,1,Visa,183,3267.04,Biometric,0.763,0
0.77,ATM Withdrawal,8708.43,Mobile,Mumbai,Electronics,0,Amex,3,2817.24,Biometric,0.3355,0
39.21,Online,24774.35,Mobile,Tokyo,Travel,0,Amex,230,3701.33,Biometric,0.4053,1
342.21,POS,76295.47,Mobile,Sydney,Electronics,0,Visa,169,1301.41,Biometric,0.6274,0
103.78,Online,63013.48,Tablet,Mumbai,Groceries,1,Mastercard,162,4991.41,Password,0.6146,0
4.69,POS,48774.57,Tablet,London,Clothing,0,Mastercard,189,3514.5,OTP,0.4469,0
26.24,POS,20567.47,Laptop,Tokyo,Restaurants,0,Visa,89,2014.5,Password,0.848,0
31.67,Bank Transfer,98574.16,Laptop,Sydney,Travel,0,Mastercard,237,1073.38,Password,0.409,0
108.87,POS,42880.13,Mobile,London,Restaurants,0,Mastercard,76,1366.71,Biometric,0.1185,0
262.14,POS,87578.95,Mobile,London,Travel,0,Amex,63,3474.5,Password,0.4099,0
211.58,ATM Withdrawal,85635.18,Laptop,Mumbai,Clothing,0,Discover,6,1171.71,Biometric,0.0087,0
38.8,Online,34890.71,Mobile,New York,Groceries,1,Discover,214,2960.86,OTP,0.1641,0
129.21,POS,66460.98,Tablet,London,Electronics,0,Mastercard,199,436.85,PIN,0.2814,0
34.87,Bank Transfer,89398.22,Mobile,Mumbai,Groceries,1,Discover,40,2963.27,PIN,0.7432,0
3.24,POS,94855.45,Laptop,Sydney,Travel,0,Mastercard,193,856.96,OTP,0.388,0
40.6,Bank Transfer,37034.26,Laptop,Sydney,Electronics,0,Amex,34,4496.21,Password,0.3059,0
97.22,POS,72702.0,Laptop,New York,Groceries,0,Amex,239,4847.68,Password,0.1656,0
186.53,Online,74087.38,Tablet,Sydney,Restaurants,0,Visa,191,3403.85,OTP,0.8422,1
60.45,Bank Transfer,5015.01,Mobile,New York,Clothing,0,Visa,88,1493.21,Password,0.1938,1
30.46,Online,17413.86,Tablet,London,Electronics,1,Visa,185,3700.83,Password,0.7844,0
110.74,ATM Withdrawal,95569.22,Laptop,Sydney,Groceries,0,Amex,4,3373.82,Biometric,0.7299,0
6.5,Bank Transfer,99561.12,Tablet,New York,Electronics,0,Visa,152,2664.89,Biometric,0.2501,0
63.75,POS,1906.55,Tablet,New York,Groceries,0,Mastercard,14,4693.61,Biometric,0.2199,1
74.15,POS,9997.66,Mobile,New York,Clothing,0,Mastercard,142,853.13,OTP,0.2229,0
49.46,Bank Transfer,74383.87,Tablet,Mumbai,Clothing,0,Discover,183,2187.08,Password,0.2764,0
64.48,Online,67029.69,Mobile,London,Groceries,0,Amex,72,2138.05,Biometric,0.4296,0
37.12,Bank Transfer,83834.29,Mobile,Tokyo,Travel,0,Mastercard,43,2488.24,PIN,0.7129,0
30.35,Bank Transfer,72242.63,Laptop,Sydney,Electronics,0,Visa,85,2777.78,Password,0.6039,1
194.44,Online,42416.62,Mobile,Mumbai,Groceries,0,Mastercard,187,109.07,Password,0.512,0
6.14,POS,67379.76,Laptop,London,Clothing,1,Discover,150,934.1,Biometric,0.8833,1
25.51,Bank Transfer,73911.98,Laptop,Sydney,Groceries,0,Amex,222,827.45,Biometric,0.6126,0
368.43,POS,96689.78,Laptop,Tokyo,Restaurants,0,Discover,56,1141.88,PIN,0.7557,0
22.25,POS,5185.14,Tablet,New York,Travel,0,Mastercard,121,2317.0,PIN,0.4074,0
57.46,ATM Withdrawal,14523.96,Laptop,Tokyo,Groceries,0,Amex,212,3809.13,Password,0.1552,1
636.03,Online,56119.56,Laptop,Mumbai,Groceries,0,Amex,21,805.15,Biometric,0.4263,0
60.91,ATM Withdrawal,99571.72,Mobile,Sydney,Electronics,0,Discover,77,2682.15,OTP,0.4044,0
25.49,ATM Withdrawal,40275.19,Laptop,Mumbai,Clothing,0,Amex,33,2145.43,Password,0.7907,0
105.31,POS,2951.28,Laptop,London,Groceries,0,Visa,59,1870.52,PIN,0.8468,1
377.16,POS,63847.74,Laptop,Tokyo,Electronics,0,Mastercard,53,556.5,Biometric,0.8245,1
128.63,Bank Transfer,45071.94,Tablet,Sydney,Electronics,0,Amex,92,3750.09,OTP,0.1824,0
115.33,POS,24141.58,Tablet,Mumbai,Travel,0,Discover,97,3768.11,Password,0.059,0
62.28,Online,65226.53,Mobile,New York,Restaurants,0,Mastercard,2,3556.59,Biometric,0.6734,0
37.78,POS,76186.21,Mobile,Mumbai,Travel,0,Visa,205,1941.51,Password,0.6524,0
83.48,ATM Withdrawal,73961.58,Mobile,Sydney,Electronics,0,Visa,32,504.74,PIN,0.8254,0
12.58,POS,39336.85,Tablet,Tokyo,Travel,0,Visa,187,1216.06,OTP,0.2491,0
111.6,POS,80171.1,Mobile,Mumbai,Travel,0,Visa,145,2207.82,OTP,0.4889,0
165.01,POS,49325.53,Laptop,Sydney,Electronics,1,Mastercard,184,1251.86,OTP,0.0685,1
348.73,Bank Transfer,27606.28,Tablet,Tokyo,Clothing,0,Discover,143,3101.47,Password,0.2235,0
112.98,Online,87192.93,Laptop,New York,Restaurants,0,Visa,204,3383.94,Biometric,0.3951,0
151.63,POS,6605.81,Tablet,New York,Travel,0,Discover,56,3770.58,Password,0.4797,0
52.9,Bank Transfer,45851.13,Tablet,Mumbai,Clothing,0,Mastercard,31,3082.24,OTP,0.7186,0
106.64,ATM Withdrawal,38975.73,Laptop,Tokyo,Travel,0,Discover,184,555.79,Biometric,0.323,0
79.79,Online,70269.96,Tablet,Sydney,Clothing,0,Visa,142,1769.7,OTP,0.6552,1
145.71,POS,12139.51,Tablet,Mumbai,Electronics,0,Amex,84,3158.81,PIN,0.5491,0
29.17,POS,55937.06,Laptop,Mumbai,Groceries,0,Mastercard,83,4789.24,OTP,0.578,1
16.81,Bank Transfer,22191.79,Laptop,Tokyo,Groceries,0,Mastercard,163,1516.39,PIN,0.8456,0
16.83,POS,80802.85,Laptop,Sydney,Clothing,0,Mastercard,71,4200.51,PIN,0.9544,1
86.71,POS,80771.58,Laptop,Sydney,Groceries,0,Visa,179,785.68,Biometric,0.3838,1
73.76,ATM Withdrawal,95164.7,Laptop,Sydney,Electronics,0,Mastercard,214,3702.52,PIN,0.7468,0
56.93,Bank Transfer,97720.15,Laptop,London,Groceries,0,Mastercard,87,3109.81,PIN,0.6714,0
392.52,Online,25255.98,Laptop,Sydney,Clothing,0,Mastercard,42,1336.78,OTP,0.5553,0
48.3,Bank Transfer,35840.49,Mobile,London,Restaurants,0,Visa,239,4596.2,OTP,0.152,0
114.04,Online,93155.15,Mobile,Sydney,Clothing,0,Mastercard,104,4949.49,OTP,0.6749,0
40.07,Online,34580.46,Mobile,Tokyo,Travel,0,Discover,23,2780.12,Biometric,0.7867,0
30.39,Online,39268.94,Mobile,Sydney,Electronics,1,Visa,229,4846.97,OTP,0.2787,0
102.02,ATM Withdrawal,84416.63,Laptop,Sydney,Travel,0,Mastercard,138,2018.85,Password,0.168,0
